content,catile
" Most of Marie’s staff left to fight in the war, and her scientific research had to stop. Marie looked for ways to put her science to work to help the war effort. She provided portable X-ray machines for treating wounded soldiers on battlefields and set up more than two hundred X-ray stations. She also learned how to use X-ray equipment and taught herself to drive so she could run the X-ray machines herself.
After World War I ended, Marie worked nonstop to turn the Sorbonne’s Radium Institute into a world-class center for radioactivity research. Marie’s daughter Irene and her husband were awarded the Nobel Prize in Chemistry in 1935. Sadly, Marie didn’t live long enough to celebrate with them. We now know that radioactive substances are very dangerous, but that was not known during Marie’s life. She died at age sixty-six on July 4, 1934, from an illness often caused by being around radioactivity for a long time. Marie was buried next to Pierre. In 1995, their remains were moved to the Panthéon in Paris, where France’s most brilliant citizens are buried. Marie was the first and only woman to be buried there for her own achievements.
Marie Curie’s work caused a huge shift in scientific understanding of atoms and led to new treatments in medicine. It also led to the discovery of radiocarbon dating, a way to learn the age of ancient life forms. Marie showed that careful scientific research can yield amazing breakthroughs. She also showed the world how to stay strong in the face of difficult obstacles. In her words: “Life is not easy for any of us. But what of that? We must have perseverance and above all confidence in ourselves. We must believe that we are gifted for something and that this thing must be attained.”",989.0
" Rain and clouds coming toward land from a hurricane reflect different waves than rain and clouds headed away from land. A computer analyzes the differences in the waves to create a model of a storm. Scientists use the model to show the speed and direction of a storm.
Computers are used to predict hurricane movements. Thousands of measurements are typed into supercomputers to predict where a storm will go. As computers improve, we will be able to more accurately predict where hurricanes will hit land. This will save lives and reduce unnecessary evacuations. But computers will never be 100 percent accurate because weather systems are chaotic and are often difficult to predict.
Some researchers believe it is possible to stop hurricanes from forming or to redirect them. One possible way to do this is by seeding clouds in broad areas where hurricanes are born. During seeding, airplanes spray a fine mist of salt powder, which helps water condense out of the air. This would create many small clouds that would use up the energy that might be tapped by a single large storm to become a hurricane. The problem is that to be effective, clouds would have to be seeded over areas the size of Texas. No one yet has come up with a plan that would prevent a hurricane from forming.
Hurricanes are an awesome display of nature’s power. Satellites can tell us much about these storms, such as the direction a hurricane is moving and what areas need to be evacuated. We may be able to predict the path of hurricanes, but it is unlikely that we will ever be able to stop them. We can protect ourselves by planning where and how we build our homes, by keeping emergency supplies, and by being prepared to evacuate if necessary.",1049.0
" The temples at Abu Simbel, along the banks of Lake Nasser, are another popular tourist site. Two of the temples were built by Ramses II, pharaoh of Egypt from 1279 to 1213. Four giant stone statues of Ramses II sit at the entrance to the Great Temple, which was carved out of a cliff. Inside this temple, three hallways extend into the cliff and include more statues and painted scenes. The hallways lead to a shrine at the temple’s center dedicated to some of the Egyptian gods.
People in Egypt’s rural areas raise many animals, such as sheep, goats, donkeys, and water buffalo. Some people also raise and use camels for work. Some wild animals live in the harsh conditions of the deserts. One desert animal is the fennec, a small fox with large ears. The fennec spends most of its day underground in a burrow and comes out at night to find food. Many snakes, lizards, and scorpions also live in the deserts. The ibex (EYE-beks), a sturdy wild goat, is another animal that can survive in the deserts’ difficult conditions. The Nile and its valley are also home to many kinds of animals. Hundreds of different types of fish swim in the Nile’s waters, and crocodiles can be found in the southern part of the river.
Egypt is an amazing country filled with history. Both animals and people live in its rugged deserts. Cutting a path through the desert, the Nile River provides life-giving water and fertile land for crops. Throughout history, people have battled for control of the land of Egypt. These conquests have shaped its people and culture. Egypt’s many historical sites hold secrets and treasures that are important to the rest of the world.",917.0
" The $100,000 cash used to pay workers is in the office when an armed robber breaks in and carries off the money. Crime scene investigators found no fingerprints in the office. The only piece of evidence left behind was the robber’s mask, a woman’s black nylon stocking. Unlike the overalls in Case No. 1, the stocking had no pockets or seams where trace evidence could be discovered.
When the robber pulled off his mask back in 1993, twenty-five of his skin cells came off with it. In 2004, eleven years later, scientists were able to make a DNA profile from the stored skin cells, which led police to a suspect named Andrew Pearson. At Pearson’s trial in 2004, a forensics expert showed that his DNA profile was an exact match for the profile from the skin cells on the robber’s mask. What were the chances that these skin cells could have come from another person and not Pearson? A billion to one, the expert said. Pearson was convicted of the 1993 robbery and sent to prison.
Each of the four cases in this book deals with a different kind of forensic evidence. There are other kinds of forensic evidence, too—footprints, shoe prints, palm prints, lip prints, bite marks, paint chips, tire tread marks, the markings on a bullet, and more. Any of these can link suspects to the scene of the crime, or can show who is innocent. Together, the law enforcement officers and scientists who gather and study forensic evidence use virtually all of the sciences, from anthropology to zoology, in their work. Whatever science they specialize in, they all have one thing in common. Like the fictional Sherlock Holmes, they use their knowledge to see what goes unnoticed by the rest of us.",1038.0
" Once an amendment has been proposed, three-fourths of all the states legislatures must vote in favor of it for it to be ratified, or become law.
The Bill of Rights and other amendments to the Constitution guarantee the rights of all Americans, but sometimes people have to fight to keep their rights. That’s what happened to Alondra Jones. Alondra was an honor student at a public high school in San Francisco in the year 2000. Although she was a top student, Alondra struggled to graduate because her school had so many problems. Her high school didn’t have enough textbooks to go around, and there were no computers for students to use. Rats roamed the hallways, and the buildings were filthy. One day, Alondra visited another school where students had books, computers, and clean, safe buildings. That trip made Alondra realize that her school was very different from many other schools in her state.
Alondra decided to stand up for her rights. She joined almost one hundred other students in a lawsuit that forced the State of California to change the way it funded its public schools. The court that decided the case said that California was not giving “equal protection” to its students as required by the Fourteenth Amendment. It said that students like Alondra had a right to expect public schools in which they could get a good education.
The story of individual rights in America is not over. It began with the Constitution and the Bill of Rights. It continues to change through new laws, new amendments, and the actions of citizens who are willing to stand up for their rights. The Founders of the United States created a system that promised liberty and freedom to its citizens. It is up to all Americans to keep that promise alive.",1091.0
" They live in tile-roofed houses made of adobe, brick, and cement. Many make their living by catching shrimp for local restaurants. This water town is sometimes called the Mexican Venice. In summer during the rainy season, boats are the only way to travel through the streets. The local children have fun playing “water soccer” on the island’s only soccer pitch, which is underwater.
This modern city of 1.5 million people is on the North Island of New Zealand in the South Pacific Ocean. Auckland is located between two large harbors on an isthmus less than 2 kilometers (1.2 mi.) wide at its narrowest point. The harbors open to the Pacific Ocean to the east and the Tasman Sea to the west. Auckland’s nickname is the “City of Sails.” About one-sixth of Aucklanders own a boat, and the city has hosted the America’s Cup yacht race twice. Residents and visitors alike enjoy the thousands of beaches. Water-related activities include kayaking, parasailing, swimming, surfing, boating, fishing, diving, and beach horseback riding.
Many kinds of water cities exist besides the ones you’ve just read about. For instance, there’s a tiny Italian fishing town made up of a jumble of brightly colored homes that cling to steep, rocky cliffs. A floating community located in Northern California has fancy, simple, and vintage houseboats. Aircraft carriers—huge seagoing ships designed to launch aircraft—house thousands of people in the military for months at a time. Water represents different things to different people. For residents of water cities, it may mean recreation, a link to nature, or a way of life. It may also mean safety, survival, or an essential connection with the rest of the world. The remarkable diversity of water cities around the world is a testament to human adaptability and innovation.",1017.0
" Understanding more about the genetic makeup of humans can help scientists diagnose and treat genetically transmitted diseases. New medicines can be developed to fight the diseases. Genetics recently has helped law enforcement officers fight crime. Crimes have been solved by identifying criminals using their DNA from small samples of hair, skin, or fluid. The FBI has opened a national database of genetic information to help law enforcement keep track of and find criminals.
Genetics is also helping farmers increase the production of food crops to meet the demands of the world’s growing population. Scientists create grains, vegetables, and fruits that look better, last longer, have extra nutrients, and are more plentiful. Although many of these discoveries are very useful, some believe that tampering with genes may cause harm to our world. How will organisms that have been genetically altered affect our environment and us? This is something that scientists, and all of us, must think about.
So, just what is it that makes you, you? You now know that much of the way you look and the way you are is inherited from your parents. They pass down genes, or units of heredity, that have transferred traits from your grandparents to your parents, and then from your parents to you. There is a lot more to learn about genetics. Many people spend their entire lives studying genetics. Not only will understanding more about genetics be important in the future, it is also sure to be fun and interesting!",1040.0
" On this holiday, South Koreans celebrate everyone becoming one year older with gifts, games, and fortune-telling. A harvest celebration called Chuseok is another important holiday. It’s a time when people gather for family reunions. Families visit their family tombs and leave food offerings in honor of the dead. South Koreans also have a big celebration on a baby’s first birthday. The parents place objects in front of the baby and let the baby choose his or her favorite. If the baby picks up a book, he or she will be smart; picking up money means wealth.
South Korean food is often spicy. Kimchi, a food similar to spicy sauerkraut, and rice are served at nearly every traditional meal. Fish and other seafood are also an important part of South Korea’s cuisine, as are pounded rice cakes called tteok (DAWK).There is a saying in South Korea: “Food is the best medicine.” It means that both health and sickness come from the food people eat. Traditionally, South Koreans eat seaweed—which many believe improves health—on their birthday. Some women expecting babies eat seaweed to help ensure a healthy birth. Another traditional belief is that some foods have mystical powers. For example, a dish consisting of sweet red beans and rice porridge is supposed to chase off evil spirits and help ensure long life.
From their country’s bustling cities to its rugged mountains and fertile plains, South Koreans have been united for centuries by a culture that values hard work and respect for family and elders. This culture and the strength of the South Korean people have enabled the country to triumph over war and poverty. Today, the country’s trillion-dollar industrial economy is one of the strongest in the world. South Korea has become a modern world power—a country and people with a bright future.",964.0
" She told Ella to go on ahead, but Ella was hungry, too. Phoebe said she was just going to grab a hot dog from a street vendor. Ella said she’d come along. It was funny that such a huge star would be standing in the sidewalk in her fur coat, eating a hot dog. While they were eating, a man walked up to Ella and told her that she looked just like Ella Fitzgerald. Ella looked the man straight in the eyes and said that people told her that all the time before walking away, hot dog in hand.
A compassionate woman as well, Ella spent much of her time and money helping children whose lives presented them with many disadvantages. She helped open several day programs for children and participated in numerous fundraisers to benefit children. She and her second husband, Ray Brown, even adopted a child of their own, Ray Brown Jr. In later years, Ella was very devoted to her granddaughter, Alice.
Before she died in 1996 at the age of 79, Ella had sold over 40 million records and had performed at Carnegie Hall 26 times. She had appeared in movies and guest-starred on numerous television shows. She was the first black artist to headline at New York’s world- famous Copacabana club. She had been presented with the National Medal of Arts by the president of the United States, and awarded the French equivalent, the Commander of Arts and Letters Award. She held honorary doctorates in music from prestigious universities such as Yale, Princeton, and Dartmouth. Ella Fitzgerald, a homeless orphan from Yonkers, proved that humans can overcome adversity. She achieved what few artists have ever done. She became a legend in her own time.",951.0
"
Returning to the front in August, Richthofen traded his Albatros biplane for a new Fokker triplane. The slow but highly maneuverable fighter featured three sets of wings and quickly became the aircraft with which he is most often remembered. Despite headaches from the incompletely healed wound and his growing distaste for the war, Richthofen continued to plague the Allies. On April 20, 1918, he scored his eightieth victory. It would be his last.
The next day, while engaged in combat above Allied lines, Richthofen was struck by a single bullet that pierced his heart. He managed to land safely and was pulled from his plane by Australian soldiers. According to one of the soldiers, the baron uttered one final word in German: kaputt (“done for”). He died moments later. Allied pilots gave Richthofen a funeral with full military honors at a French cemetery. A wreath placed on his coffin read, “To our gallant and worthy foe.” Richthofen’s body was transferred to Germany after the war. A controversy arose over who fired the bullet that struck Richthofen. Canadians insisted it was one of their own pilots, Captain Arthur Brown. However, many historians believe the fatal bullet came from an Australian gunner on the ground.
With eighty confirmed victories, Richthofen was the greatest ace of World War I. In later times, people would revere other commanding figures of the air war. The French remembered René Fonck, with seventy-five victories, and Canadians honored Billy Bishop, with seventy-two. Americans had a special place in their hearts for Eddie Rickenbacker, who shot down twenty-six enemy planes in just the final eight months of the war. Even so, in discussions of World War I aerial combat, the first name that comes to most people’s minds is Manfred von Richthofen—the legendary Red Baron.",1052.0
" The unconscious Lincoln was taken across the street to a private house. He died early the next morning. Booth was an actor and Southern sympathizer. He was also part of a group that sought revenge for the defeat of the Confederacy. They planned to kill not only Lincoln but also Vice President Andrew Johnson and Secretary of State William Seward. As it turned out, only Lincoln was assassinated, though Seward received serious knife wounds.
Union troops tracked Booth and another man, David Herold, to a farm in Virginia. Booth was shot to death, and Herold was taken prisoner. Herold and other sympathizers were later tried for their crimes. Four of them, including Herold, were found guilty and hanged.
Lincoln’s body was sent by a funeral train back to his home state of Illinois. He was buried in Springfield, the city where he had practiced law before entering politics. Although Lincoln was gone, he lived long enough to achieve his main goals: the preservation of the Union and an end to slavery.
The end of the Civil War also began the next chapter in the history of the United States. By December 6, 1865, the Thirteenth Amendment had been ratified by enough states to become law. Two more amendments—the Fourteenth and Fifteenth—giving former slaves civil rights and voting rights, were passed within the next five years.
Beyond freeing the slaves, the Civil War established the principle that the United States is an indivisible nation. States, whatever their feelings about their country, do not have the right to secede from the Union.
In the years since the Civil War, the nation has seen other times of great strain. Americans continue to be divided today on many issues, in many ways. Yet we remain one nation—the United States of America.",962.0
"
After the completion of his twelve labors, Hercules went on to accomplish numerous other heroic feats. He married a woman named Deianira, but this marriage was as ill-fated as his first marriage. When Hercules and his new wife were traveling, a centaur named Nessos offered to carry Deianira across a deep river. Midway across, Nessos attacked Deianira. Upon hearing his wife’s desperate and panicked screams, Hercules swiftly shot off an arrow that he had dipped into the poisonous blood of the Hydra. As Nessos bled to death, he rubbed his cloak into his blood, which had mixed with the poison. Offering his cloak to Deianira, he whispered, “In the future, if your husband ever wrongs you, give him this cloak, for it has been soaked in a special love potion.”
Later, when Hercules and Deianira had grown apart, she remembered the cloak. She handed it to Hercules, who wrapped himself in it and was instantly seized with unendurable pain. Hercules was wild with agony, but unable to wash the poison from his skin. He commanded a large pyre to be built. The great hero lay down in the midst of the flames, hoping to perish and end his torment. Zeus looked down upon the pyre from his home on Mount Olympus, deeply moved. Turning to his wife Hera, he said, “Has he not suffered enough? Let your anger be stilled.” Hera bowed her great head and agreed. After all, he was a son of Zeus, and he had proven that he was mighty and courageous beyond human expectations. The gods raised Hercules up, and he ascended in a pillar of fire to Mount Olympus, where he lived as a demigod forevermore.",951.0
"
Where Will They Meet?
The Union Pacific had a much easier time crossing the Rocky Mountains than the Central Pacific had crossing the Sierra Nevada. They took a gentle route called the South Pass, and they also moved quickly onto the deserts of Utah. By 1869, the two companies were approaching each other. Their meeting place would be at Promontory Point, Utah. On May 10, 1869, workers, railroad owners, journalists, and politicians gathered at Promontory Point for the completion of the Transcontinental Railroad. The race was over—the Union Pacific had laid 1,086 miles (1,748 km) of track, and the Central Pacific had laid 689 miles (1,109 km), though the Central Pacific got extra money for building through the mountains.
To celebrate the completion of the first railroad to cross the United States, the heads of the two companies would drive the last four spikes into the track. The spikes were made of gold and silver. Workers from both companies dragged the last rails into place. Leland Stanford, the head of the Central Pacific, and Thomas Durant, head of the Union Pacific, both took up sledgehammers. They carefully aimed—and missed! But the telegraph reporters sent out the signal anyway. The Transcontinental Railroad was complete.
Suddenly, California was a few days of travel away from New York, instead of months. Railroads soon stretched to Salt Lake City, Oregon Territory, and the Southwest. Towns sprang up along the track now that trains could bring passengers, supplies, and mail quickly and safely. The Union Pacific and the Central Pacific made millions of dollars, because every railroad town had to buy land from them. The end of the Civil War had reunited the country from north to south. And for the first time, a transcontinental railroad united the country from east to west.",1020.0
" For I am convinced that we can do nothing until we have seen the Mole and the Badger, and heard their latest news, and held conference and taken their advice in this difficult matter.”
“Oh, ah, yes, of course, the Mole and the Badger,” said Toad, lightly. “What’s become of them, the dear fellows? I had forgotten all about them.” “Well may you ask!” said the Rat reproachfully. “While you were riding about the country in expensive motorcars, and galloping proudly on blood horses, and breakfasting on the fat of the land, those two poor, devoted animals have been camping out in the open, in every sort of weather, living very rough by day and lying very hard by night; watching over your house, patrolling your boundaries, keeping a constant eye on the stoats and the weasels, scheming and planning and contriving how to get your property back for you. You don’t deserve to have such true and loyal friends, Toad, you don’t, really. Some day, when it’s too late, you’ll be sorry you didn’t value them more while you had them!” “I’m an ungrateful beast, I know,” sobbed Toad, shedding bitter tears. “Let me go out and find them, out into the cold, dark night, and share their hardships, and try and prove by— Hold on a bit! Surely I heard the chink of dishes on a tray! Supper’s here at last, hooray! Come on, Ratty!”",875.0
" He had trained it, probably by the use of the milk which we saw, to return to him when summoned. He would put it through this ventilator at the hour that he thought best, with the certainty that it would crawl down the rope and land on the bed. It might or might not bite the occupant, perhaps she might escape every night for a week but sooner or later she must fall a victim. I had come to these conclusions before ever I had entered his room. An inspection of his chair showed me that he had been in the habit of standing on it, which of course would be necessary in order that he should reach the ventilator.
“The sight of the safe, the saucer of milk, and the loop of whipcord were enough to finally dispel any doubts which may have remained. The metallic clang heard by Miss Stoner was obviously caused by her stepfather hastily closing the door of his safe upon its terrible occupant. Having once made up my mind, you know the steps which I took in order to put the matter to the proof. I heard the creature hiss as I have no doubt that you did also, and I instantly lit the light and attacked it.” “With the result of driving it through the ventilator.” “And also with the result of causing it to turn upon its master at the other side. Some of the blows of my cane came home and roused its snakish temper, so that it flew upon the first person it saw. In this way I am no doubt indirectly responsible for Dr. Grimesby Roylott’s death, and I cannot say that it is likely to weigh very heavily upon my conscience.”",1162.0
" The two men were hailed as heroes. Benjamin Franklin observed the historic flight. Asked by another spectator what this balloon was good for, he reportedly answered, “What is the good of a newborn baby?” On December 1, just ten days after the Montgolfiers’ triumph, Jacques Charles and Nicolas-Louis Robert made the first human ascent in a hydrogen balloon. Taking off from the Tuileries (TWEE-luh-reez) Garden in Paris, they flew for more than two hours, coming down in a town about 36 kilometers (22 mi.) away. In the following years, the Montgolfiers launched several more balloons. The brothers were honored by the French Academy of Sciences, and their father, Pierre, was elevated to nobility by King Louis.
The passion for ballooning soon spread throughout Europe. It was not long, however, before the risks involved became clear. In June 1785, de Rozier and his copilot, Pierre Romain, were killed while attempting to fly across the English Channel in a balloon. Despite the risks, pioneers continued to develop balloon designs long after the initial balloon craze of the late 1700s had ended. In the 1800s, lighter-than-air vehicles were equipped with rudders and motorized propellers. By the 1930s, huge airships were flying passengers back and forth across the Atlantic Ocean. The golden age of airships ended abruptly in 1937, though, when the German airship Hindenburg caught fire and crashed while landing in New Jersey. Today, airships are mostly used for advertising and can often be seen flying above open-air stadiums during large sporting events. Gas balloons are mostly used for gathering weather data, while hot-air balloons are mostly used for recreation. Many areas hold festivals each year in which hundreds of colorful hot-air balloons fill the sky. These events can make it appear as though balloon mania never ended.",1103.0
" “What do you think you’re doing?!” she heard her uncle holler as he ran from the house toward the corral. Pepper jerked and stepped as the shouting man approached. “Please,” she whimpered, “please don’t startle him.” Trisha’s uncle leapt easily over the fence and walked toward the nervous horse, grunting and whistling commands she’d never heard before. He gingerly took the reins and held them tightly, offering his other hand to help Trisha down and brush the dust from her face when she finally touched the ground again. Then he held her chin, lifting her face until he saw into her eyes.
“Please don’t be mad,” Trisha pleaded. “We didn’t mean to do anything wrong—” “Trisha, I want you to think about everything that went through your head the moment before you got on that horse. Now, are you going to look into my eyes and tell me it never occurred to you that you were doing something wrong?” “No, sir,” Trisha said, dropping her head. “Remember that the next time you’re about to do something you’re not allowed to do. I’m pretty sure you didn’t take out that horse and saddle him up all by yourself, especially when I saw Adrian run off and hide in the barn. You skip right under that fence and go back in the house while I fetch him.” Trisha did as she was told, slipping through the fence and starting toward the house while her uncle ran after his son. But before she went inside, she looked back at Pepper, who grazed calmly. As she watched, he looked up at her. “Sorry, Chili Pepper Powder Surprise,” she said, and the horse tossed his mane, as if he understood.",835.0
" These players draw fans to the sport who often talk as much about the players’ lively personalities as they talk about their talent. Players such as Michael Jordan, Larry Bird, Shaquille O’Neal, Magic Johnson, and LeBron James were human record-breaking machines. Off the court, players often become famous personalities, but on the court, few stars fail to prove their amazing basketball skills.
In the WNBA, Brittney Griner overcame her early difficulties to break records and attract attention as one of the best female athletes in the sport. Four-time United States team member and University of Connecticut star Breanna Stewart has been named Player of the Year more than once and has helped United States national teams win four gold medals. These players and many more have given a lot to the sport, but perhaps one player helped to shape modern basketball more than any other. In the 1950s, a 6-foot-10-inch (208 cm) player named George Mikan brought to the game great ability and love of the sport itself. He was the first of the “big men” who changed basketball from being a sport of small and quick players into that of giants. Present-day basketball would be very different without Mikan’s talent.
No matter how talented the player, everyone must work together to get the balance that makes for success. Watching a team play like a well-oiled machine is the reason most fans pack arenas everywhere. Tomorrow’s basketball stars are practicing now on basketball courts around the world. Whether they are competing in school leagues or simply shooting hoops with neighbors in the park or a driveway, the more they play, the better they will get. Anyone who wants to play basketball can just pick up a ball and look for the nearest hoop.",1208.0
" They feed on rotting plant matter in the soil. They may also eat smaller beetle larvae and adult insects. Goliath larvae reach full size in about four months. The larger species can grow up to 5 inches (12.7 cm) in length—about as long as a dollar bill. They can weigh up to 3.5 ounces (100 g)—about the same as five mice.
When the wet season ends, the larvae burrow deeper underground until they reach sandy soil. There, they build thin-walled “cells” similar to butterfly cocoons. Inside each cell, over the next several months, a larva’s body goes through changes and turns into its adult form. Wings and legs grow and fold into place, and the outside of the body hardens into a protective shell.
The adult Goliath beetle remains in hibernation inside the earthen cell until the end of the dry season. When the wet season begins again, moisture seeps through the ground. When it reaches the cell, the hibernating beetle wakes and the cycle begins again. In captivity, adults can survive about eight months. In the wild, though, Goliath beetles must find food and escape enemies. For these reasons, their life in the wild is probably much shorter. Scientists think that monkeys and large birds might eat Goliath beetles—if they can catch them. Goliath beetles do such a good job of hiding in treetops that no one knows for sure.
Most of us have probably never seen insects larger than a grasshopper. Imagine his reaction when a navy doctor fished the first-known Goliath beetle from an African river in 1766. Since then, these giant beetles have interested insect fans everywhere. No wonder! With their enormous size and flashy stripes, Goliath beetles are a sight to behold. Goliaths are speedy flying machines, heavyweight champs, and all-around awesome insects!",961.0
"” Ali got Foreman to tire himself out early, making it easier for Ali to knock him down. Muhammad Ali was the champ again.
The following year, Frazier tried to win the title back from Ali in a fight held in the Philippines called the “Thrilla in Manila.” It was a tough fight that Ali called “the closest I’ve come to death.” In the fourteenth round, Ali used the last of his strength and threw everything he had at Frazier. Frazier gave up. Both men were so beaten up that Ali later said, “We went to Manila as champions, and we came back as old men.”
Ali kept his title for another two and a half years before he lost it to Leon Spinks, but he fought Spinks again a few months later and won. He’s still the only boxer to win the heavyweight crown three times. But in his next fight, Ali lost the title for good to Larry Holmes. At thirty-eight, his long career in the ring came to an end.
After retiring from boxing, Ali traveled the world speaking up for human rights. In 1984, he learned he had Parkinson’s disease. This disease makes it hard for the brain to control the muscles. But in 1996, he returned to the Olympic Games to light the Olympic flame in Atlanta. Ali struggled to lift the torch, but as the crowd cheered he held the flame aloft, a fighter to the end. In 2016, Muhammad Ali died at age seventy-four. President Obama praised his bravery, saying “Ali stood his ground. And his victory helped us get used to the America we recognize today.” Ali wasn’t just the greatest boxer who ever lived—he also helped change his country by fighting for what he believed in.",950.0
"
Human activities are not the only causes of wildlife injuries. Natural disasters, such as wildfires and hurricanes, hurt animals, too. Terri Crisp spends much of her time rescuing animals that are affected by natural disasters. During a raging California wildfire in 1986, Terri rescued a Shetland pony by coaxing it into a car. She worked to save sea otters and loons in 1989 during the Exxon Valdez oil spill in Alaska. In 1992, she worked to rescue hundreds of animals hurt by Hurricane Andrew. She started the organization Noah’s Wish to train volunteers to rescue animals that are in danger because of natural disasters.
Incredibly, many wild animals knew to run inland before the 2004 Asian tsunami hit land. However, pets and farm animals did not fare so well. Many people in the areas hit by the tsunami depended on working farm animals. Large numbers of these animals were killed, and many others were injured or left in places without food when the tsunami struck. The Humane Society International and others help the animals, and the people who care for them, get their lives back on track.
Rehabbers often use animals that cannot go back to the wild as ambassadors to help teach people to respect wildlife. Children and adults learn about wildlife that live in their area and about respecting the land so that wild animals can continue to find food and shelter. Wildlife rehabbers do important work in caring for injured wild animals and returning many of them to the wild. You can help rehabbers’ efforts by respecting wildlife and by calling a rehabber if you see an animal in trouble. One phone call could give a wild animal the opportunity to grow up and live a free and healthy life.",1063.0
" Perhaps by the time the Ancient Puebloans left Mesa Verde, they had cut down most of the trees for firewood and for building pueblos. Hunters may have killed so many wild animals that the meat supply was gone. Some people think that enemy tribes drove out the cliff dwellers. However, that is unlikely, because there are no remains of other cultures at Mesa Verde after the Ancient Puebloans left. Archaeologists find older remains deeper in the ground and newer remains closer to the surface. If enemies drove out the cliff dwellers, evidence of their culture would be found on top of the Ancient Puebloan remains.
When the ancient cliff dwellers left Mesa Verde, some moved south, settling along the Rio Grande River in New Mexico. These are the ancestors of the modern Pueblo tribes. Others moved to Arizona, eventually forming the Zuni and Hopi tribes. Modern tribes have continued many of the traditions of the ancient cliff dwellers. The Pueblo, Zuni, and Hopi peoples continue to farm, conduct ceremonies, and perform rituals. They still honor their connection with the land and the spirit world. They are among the finest artists in the world, creating exquisite pottery, jewelry, baskets, carvings, and weavings.
Protecting the Cliff Dwellings In the late 1800s, many people visited the cliff dwellings—some photographed, drew, and described the sites, but others took artifacts from the dwellings to sell. Over time, people became concerned about protecting the cliff dwellings from damage and looting. The concern led to the creation of Mesa Verde National Park in 1906. The National Park Service protects the cliff dwellings, as well as allowing visitors to enjoy them. Educational exhibits at Mesa Verde and other sites in the Southwest teach people about the Ancient Puebloan way of life.",1070.0
" One of those code talkers, Keith Little, described his contribution to the battle: “My weapon was my language, and that language probably saved countless lives.”
The Navajo code talkers played an important role in several battles fought in the Pacific during World War II. The Japanese could not make heads or tails of the code. Even after Japan surrendered to the United States on September 2, 1945, the code remained a government secret. The code talkers could not speak about their experiences. They remained silent for years. The code talkers’ loyalty and patriotism were especially noteworthy given the difficult lives they returned to after the war. Jobs were hard to find for many former soldiers, and Native Americans often faced discrimination. Although the United States had extended citizenship to all Native American people in 1924, many tribes were denied the right to vote by individual states. The right to vote wasn’t actually guaranteed to all Native Americans until forty years later.
Finally, in 1968, the secrecy surrounding the code talker program ended. The world then learned about the amazing contributions of these men. In December of 2000, President Clinton signed a law awarding the Congressional Gold Medal to the twenty-nine original Navajo code talkers. In a 2001 ceremony at the U.S. Capitol, President Bush presented medals to four of the five surviving members of that group. The unusual Navajo language and the honorable actions of the code talkers contributed to the success of the code and, in turn, to victory during the war. To this day, it is the only spoken military code that has never been broken.",1109.0
" The many layers of skeletons form the limestone base of a coral reef. Other kinds of plants and animals also help make up the reef, such as algae, sponges, and shellfish. But the tiny polyp is responsible for most of this natural wonder’s structure.
Reefs are made from animals, and they supply food and shelter for other animals. Thousands of species live on the Reef, including 1,625 kinds of fish, more than 30 kinds of marine mammals, 500 kinds of seaweed, and 6 kinds of marine turtles. The Reef is also an important breeding area for animals, including birds, sea turtles, and the endangered humpback whale. As one of the most interesting and beautiful places on Earth, the Reef is a popular destination for groups of scientists, scuba divers, and tourists. Today, environmentalists are working with these groups to protect the Reef so future generations can learn from it and enjoy its beauty.
From Arizona to the coast of Australia, natural wonders are everywhere. Whether they were formed millions of years ago or within the span of a lifetime, they are all unique. These amazing landforms are some of the largest, highest, and most breathtaking places on Earth. Travelers, scientists, and adventure seekers will continue to visit these special places for generations to come. The Grand Canyon, Paricutín, Mount Everest, Victoria Falls, and Great Barrier Reef are only five of the many wonders that surround us. Other well-known natural wonders include:
• Ayers Rock, the world’s largest solid rock, rising 862.5 meters (2,830 ft) above sea level in Uluru, Australia Do you live near an amazing and beautiful natural wonder—an incredible mountain, a majestic river, a mysterious cave? These are all examples of wondrous sites you can visit, learn from, and enjoy every day.",1192.0
" The Aztecs believed that the Sun god needed blood from human hearts to stay strong. Without human blood, the Sun would die and the world would come to an end. Human sacrifices of prisoners taken in war were a regular part of Aztec life, and these sacrifices took place at the Great Pyramid Temple.
Cultures in northwestern South America also built flat-topped, stepped pyramids. The Moche people, who flourished between 100 and 800, built the Pyramid of the Sun and the Pyramid of the Moon. About 600 to 700 years later, the Inca people built pyramids. The Temple of the Sun was the most sacred shrine in the Incan empire. It contained a huge gold disk that symbolized the Sun god. The Incas believed that their rulers were direct descendants of the Sun. The pyramid shape has been used in building designs in other cultures around the world. Pyramid designs can be found in parts of Europe, Asia, and the Middle East. The pyramid shape is used in modern architecture in many countries, including France, England, and the United States. A modern pyramid was built in Egypt to honor President Anwar Sadat, who was assassinated in 1981.
Efforts are being made to preserve and protect the pyramids of ancient Egypt, as well as pyramids in other parts of the world. Pollution, urban expansion, tourism, and other problems threaten the pyramids at Giza. The Great Pyramid of Khufu at Giza is the only one of the famous “Seven Wonders of the Ancient World” that still stands. All of the pyramids and tombs are wonders worthy of preservation. By studying pyramids, we learn about complex and fascinating ancient cultures and the accomplishments of humans who lived during those times. We also learn how ancient cultures honored their leaders and worshipped their gods.",1067.0
